,Teks,Normalisasi_Teks,KBBI_Teks,Normal_Teks,Stopword_Removed_Teks,Clean,clean_teks
36,AHA BHA originote enak bgt woy pen w makan lmlm ky manis bgt,aha bha originote enak bgt woy pen w makan lmlm ky manis bgt,<norm> bha originote <norm> bgt woy <norm> <norm> <norm> lmlm <norm> <norm> bgt,tertawa bha originote enak banget woy pen w makan lmlm seperti manis banget,tertawa bha originote enak banget woy w makan lmlm manis banget,aha bha originote enak bgt woy pen w makan lmlm ky manis bgt,"['tertawa', 'bha', 'originote', 'enak', 'banget', 'woy', 'w', 'makan', 'lmlm', 'manis', 'banget']"
37, Buat ngebersihin make up mantul yang mana bil? Dua-duanya oke yaa buat ngehapus make up effortless juga sea make up lebih cepet ngebersihinnya sedangkan the originote daya bersihnya lebih oke. Tapi untuk maskara yang bener-bener waterproof dua mw gentong ini harus dipake https://t.co/YSK6QSAAPD,buat ngebersihin make up mantul yang mana bil duaduanya oke yaa buat ngehapus make up effortless juga sea make up lebih cepet ngebersihinnya sedangkan the originote daya bersihnya lebih oke tapi untuk maskara yang benerbener waterproof dua mw gentong ini harus dipake,<norm> ngebersihin make up <norm> <norm> <norm> bil duaduanya <norm> yaa <norm> ngehapus make up effortless <norm> sea make up <norm> cepet ngebersihinnya <norm> the originote <norm> bersihnya <norm> <norm> <norm> <norm> <norm> <norm> benerbener waterproof <norm> mw <norm> <norm> <norm> dipake,buat ngebersihin make up mantul yang mana bil duaduanya oke yaa buat ngehapus make up effortless juga sea make up lebih cepat ngebersihinnya sedangkan the originote daya bersihnya lebih oke tapi untuk maskara yang benerbener waterproof dua now watching gentong ini harus dipake,ngebersihin make up mantul bil duaduanya oke yaa ngehapus make up effortless sea make up cepat ngebersihinnya the originote daya bersihnya oke maskara benerbener waterproof now watching gentong dipake,buat ngebersihin make up mantul yang mana bil duaduanya oke yaa buat ngehapus make up effortless juga sea make up lebih cepet ngebersihinnya sedangkan the originote daya bersihnya lebih oke tapi untuk maskara yang benerbener waterproof dua mw gentong ini harus dipake,"['ngebersihin', 'make', 'up', 'mantul', 'bil', 'duaduanya', 'oke', 'yaa', 'ngehapus', 'make', 'up', 'effortless', 'sea', 'make', 'up', 'cepat', 'ngebersihinnya', 'the', 'originote', 'daya', 'bersih', 'oke', 'maskara', 'benerbener', 'waterproof', 'now', 'watching', 'gentong', 'dipake']"
38,sunscreennya the originote baunya gaenak anjir,sunscreennya the originote baunya gaenak anjir,sunscreennya the originote baunya gaenak <norm>,sunscreennya the originote baunya gaenak anjing,sunscreennya the originote baunya gaenak anjing,sunscreennya the originote baunya gaenak anjir,"['sunscreennya', 'the', 'originote', 'bau', 'gaenak', 'anjing']"
39,baru tau owner the originote dosen kecantikkan anjir,baru tau owner the originote dosen kecantikkan anjir,<norm> <norm> owner the originote <norm> kecantikkan <norm>,baru tahu owner the originote dosen kecantikkan anjing,owner the originote dosen kecantikkan anjing,baru tau owner the originote dosen kecantikkan anjir,"['owner', 'the', 'originote', 'dosen', 'cantik', 'anjing']"
40,Sedih bgt ga cocok sama fw the originote :(,sedih bgt ga cocok sama fw the originote,<norm> bgt <norm> <norm> <norm> fw the originote,sedih banget ga cocok sama fw the originote,sedih banget cocok fw the originote,sedih bgt ga cocok sama fw the originote,"['sedih', 'banget', 'cocok', 'fw', 'the', 'originote']"
41,Aku suudaon sama originote gang bikin muka w tambah kek pulu pulu,aku suudaon sama originote gang bikin muka w tambah kek pulu pulu,<norm> suudaon <norm> originote <norm> <norm> <norm> <norm> <norm> <norm> pulu pulu,aku suudaon sama originote gang bikin muka w tambah seperti pulu pulu,suudaon originote gang muka w pulu pulu,aku suudaon sama originote gang bikin muka w tambah kek pulu pulu,"['suudaon', 'originote', 'gang', 'muka', 'w', 'pulu', 'pulu']"
42,The originote moisturizernya gak cocok. Hueng. Baru juga sekali oles dikit dah merah.,the originote moisturizernya gak cocok hueng baru juga sekali oles dikit dah merah,the originote moisturizernya <norm> <norm> hueng <norm> <norm> <norm> <norm> <norm> <norm> <norm>,the originote moisturizernya gak cocok hueng baru juga sekali oles dikit deh merah,the originote moisturizernya cocok hueng oles dikit deh merah,the originote moisturizernya gak cocok hueng baru juga sekali oles dikit dah merah,"['the', 'originote', 'moisturizernya', 'cocok', 'hueng', 'oles', 'dikit', 'deh', 'merah']"
43,@chogeumgyu kak belum??,chogeumgyu kak belum,chogeumgyu <norm> <norm>,chogeumgyu kak belum,chogeumgyu kak,chogeumgyu kak belum,"['chogeumgyu', 'kak']"
44,Cepett originote 70rb dapet 4 https://t.co/zd9RbahrHT https://t.co/JWxi33eofm,cepett originote rb dapet,cepett originote rb dapet,cepett originote rb dapat,cepett originote rb,cepett originote rb dapet,"['cepett', 'originote', 'rb']"
45,WTS preloved skincare the originote Hyalucera moisturizer (25k) Serum vitamin c isi sekitar 60% (20k) H-llow clarifying toner isi sekitar 50% (10k) TAKE ALL 50K dijual karna udh ga kepake beli di official storenya co . #preloved the originote https://t.co/q0aQm3HQ0A,wts preloved skincare the originote hyalucera moisturizer k serum vitamin c isi sekitar k hllow clarifying toner isi sekitar k take all k dijual karna udh ga kepake beli di official storenya co preloved the originote,<norm> preloved skincare the originote hyalucera moisturizer <norm> <norm> <norm> <norm> <norm> <norm> <norm> hllow clarifying <norm> <norm> <norm> <norm> take all <norm> <norm> karna udh <norm> kepake <norm> <norm> official storenya co preloved the originote,wts preloved skincare the originote hyalucera moisturizer ke serum vitamin c isi sekitar ke hllow clarifying toner isi sekitar ke take all ke dijual karena udah ga kepake beli di official storenya co preloved the originote,wts preloved skincare the originote hyalucera moisturizer serum vitamin c isi hllow clarifying toner isi take all dijual udah kepake beli official storenya co preloved the originote,wts preloved skincare the originote hyalucera moisturizer k serum vitamin c isi sekitar k hllow clarifying toner isi sekitar k take all k dijual karna udh ga kepake beli di official storenya co preloved the originote,"['wts', 'preloved', 'skincare', 'the', 'originote', 'hyalucera', 'moisturizer', 'serum', 'vitamin', 'c', 'isi', 'hllow', 'clarifying', 'toner', 'isi', 'take', 'all', 'jual', 'udah', 'kepake', 'beli', 'official', 'storenya', 'co', 'preloved', 'the', 'originote']"
46,pertama kali nyobain micellar water ini langsung suka banget maskara yang waterproof langsung ke angkat sema. biasanya harus pake cleansing balm dulu baru keangkat ini cukup pake micellar water nya the originote aja https://t.co/RnBK9WN6MB,pertama kali nyobain micellar water ini langsung suka banget maskara yang waterproof langsung ke angkat sema biasanya harus pake cleansing balm dulu baru keangkat ini cukup pake micellar water nya the originote aja,<norm> <norm> nyobain micellar <norm> <norm> <norm> <norm> <norm> <norm> <norm> waterproof <norm> <norm> <norm> <norm> <norm> <norm> <norm> cleansing balm <norm> <norm> keangkat <norm> <norm> <norm> micellar <norm> nya the originote <norm>,pertama kali nyobain micellar water ini langsung suka banget maskara yang waterproof langsung ke angkat sema biasanya harus pakai cleansing balm dulu baru keangkat ini cukup pakai micellar water nya the originote saja,kali nyobain micellar water langsung suka banget maskara waterproof langsung angkat sema pakai cleansing balm keangkat pakai micellar water the originote,pertama kali nyobain micellar water ini langsung suka banget maskara yang waterproof langsung ke angkat sema biasanya harus pake cleansing balm dulu baru keangkat ini cukup pake micellar water nya the originote aja,"['kali', 'nyobain', 'micellar', 'water', 'langsung', 'suka', 'banget', 'maskara', 'waterproof', 'langsung', 'angkat', 'sema', 'pakai', 'cleansing', 'balm', 'angkat', 'pakai', 'micellar', 'water', 'the', 'originote']"
47,cushion originote mmf ak sempet suudzon ternyata km bagus bgt bjirr,cushion originote mmf ak sempet suudzon ternyata km bagus bgt bjirr,cushion originote mmf <norm> sempet suudzon <norm> <norm> <norm> bgt bjirr,cushion originote mmf saya sempat suudzon ternyata kamu bagus banget bjirr,cushion originote mmf suudzon bagus banget bjirr,cushion originote mmf ak sempet suudzon ternyata km bagus bgt bjirr,"['cushion', 'originote', 'mmf', 'suudzon', 'bagus', 'banget', 'bjirr']"
48,yuuu the moment of truth yups pas banget kan shade light neutral di kulit aku gak kegelapan gak abu abu AAAAAA NYATU DAN KAWIN BANGET SAMA KULITKU BEST BANGET CUSHION ORIGINOTE https://t.co/W5wqZ1W0gX,yuu the moment of truth yups pas banget kan shade light neutral di kulit aku gak kegelapan gak abu abu aa nyatu dan kawin banget sama kulitku best banget cushion originote,yuu the moment of truth yups <norm> <norm> <norm> shade light neutral <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> nyatu <norm> <norm> <norm> <norm> kulitku best <norm> cushion originote,yuu the moment of truth yups pas banget kan shade terang neutral di kulit aku gak kegelapan gak abu abu aa nyatu dan kawin banget sama kulitku best banget cushion originote,yuu the moment of truth yups pas banget shade terang neutral kulit kegelapan abu abu aa nyatu kawin banget kulitku best banget cushion originote,yuu the moment of truth yups pas banget kan shade light neutral di kulit aku gak kegelapan gak abu abu aa nyatu dan kawin banget sama kulitku best banget cushion originote,"['yuu', 'the', 'moment', 'of', 'truth', 'yups', 'pas', 'banget', 'shade', 'terang', 'neutral', 'kulit', 'gelap', 'abu', 'abu', 'aa', 'nyatu', 'kawin', 'banget', 'kulit', 'best', 'banget', 'cushion', 'originote']"
49,mau ganti pelembab dari rumah apa coba originote ya dahlah balik emina aja tapi kayaknya madame gie juga bagus ujung²nya sampe tempat ya originote ,mau ganti pelembab dari rumah apa coba originote ya dahlah balik emina aja tapi kayaknya madame gie juga bagus ujung²nya sampe tempat ya originote,<norm> <norm> pelembab <norm> <norm> <norm> <norm> originote <norm> dahlah <norm> emina <norm> <norm> kayaknya madame gie <norm> <norm> ujung²nya sampe <norm> <norm> originote,mau ganti pelembab dari rumah apa coba originote iya dahlah balik emina saja tapi kayaknya madame gie juga bagus ujung²nya sampai tempat iya originote,ganti pelembab rumah coba originote iya dahlah emina kayaknya madame gie bagus ujung²nya iya originote,mau ganti pelembab dari rumah apa coba originote ya dahlah balik emina aja tapi kayaknya madame gie juga bagus ujung²nya sampe tempat ya originote,"['ganti', 'pelembab', 'rumah', 'coba', 'originote', 'iya', 'dah', 'emina', 'kayak', 'madame', 'gie', 'bagus', 'ujung', 'nya', 'iya', 'originote']"
50,Yang belum nyobain the originote cobain deh sekarang mumpung lagi promo,yang belum nyobain the originote cobain deh sekarang mumpung lagi promo,<norm> <norm> nyobain the originote cobain <norm> <norm> <norm> <norm> <norm>,yang belum nyobain the originote cobain deh sekarang selagi lagi promo,nyobain the originote cobain deh selagi promo,yang belum nyobain the originote cobain deh sekarang mumpung lagi promo,"['nyobain', 'the', 'originote', 'cobain', 'deh', 'selagi', 'promo']"
51,Apa gua harus coba sepaket originote? :&lt; facial wash blm nemu yg oke. Skrg ini pake cleveru dbilang cocok sih cocok tapi ga bikin ada perubahan :&lt;,apa gua harus coba sepaket originote lt facial wash blm nemu yg oke skrg ini pake cleveru dbilang cocok sih cocok tapi ga bikin ada perubahan lt,<norm> <norm> <norm> <norm> sepaket originote lt facial wash blm nemu <norm> <norm> skrg <norm> <norm> cleveru dbilang <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> lt,apa saya harus coba sepaket originote lt facial wash belum nemu yang oke skrg ini pakai cleveru dbilang cocok sih cocok tapi ga bikin ada perubahan lt,coba sepaket originote lt facial wash nemu oke skrg pakai cleveru dbilang cocok cocok perubahan lt,apa gua harus coba sepaket originote lt facial wash blm nemu yg oke skrg ini pake cleveru dbilang cocok sih cocok tapi ga bikin ada perubahan lt,"['coba', 'paket', 'originote', 'lt', 'facial', 'wash', 'nemu', 'oke', 'skrg', 'pakai', 'cleveru', 'dbilang', 'cocok', 'cocok', 'ubah', 'lt']"
52,moist the originote best bgt buat muka beruntusan awal make purging siii tapi akhirnyaa manteppp beruntusan jadii mendemm walauu belum seberapaa karna pakai nyaa belum dalam jangka waktu yang lama. tetep lov bgt dehh bakal pake ini teruss!!,moist the originote best bgt buat muka beruntusan awal make purging sii tapi akhirnyaa mantepp beruntusan jadii mendemm walauu belum seberapaa karna pakai nyaa belum dalam jangka waktu yang lama tetep lov bgt dehh bakal pake ini teruss,moist the originote best bgt <norm> <norm> <norm> <norm> make purging sii <norm> akhirnyaa mantepp <norm> jadii mendemm walauu <norm> seberapaa karna <norm> nyaa <norm> <norm> <norm> <norm> <norm> <norm> tetep lov bgt dehh <norm> <norm> <norm> teruss,moist the originote best banget buat muka beruntusan awal make purging sii tapi akhirnyaa mantepp beruntusan jadii mendemm walauu belum seberapaa karena memakai nyaa belum dalam jangka waktu yang lama tetep lov banget dehh bakal pakai ini teruss,moist the originote best banget muka beruntusan make purging sii akhirnyaa mantepp beruntusan jadii mendemm walauu seberapaa memakai nyaa jangka tetep lov banget dehh pakai teruss,moist the originote best bgt buat muka beruntusan awal make purging sii tapi akhirnyaa mantepp beruntusan jadii mendemm walauu belum seberapaa karna pakai nyaa belum dalam jangka waktu yang lama tetep lov bgt dehh bakal pake ini teruss,"['moist', 'the', 'originote', 'best', 'banget', 'muka', 'beruntus', 'make', 'purging', 'sii', 'akhirnyaa', 'mantepp', 'beruntus', 'jadi', 'mendemm', 'walauu', 'seberapaa', 'pakai', 'nyaa', 'jangka', 'tetep', 'lov', 'banget', 'dehh', 'pakai', 'teruss']"
53,Akhirnye aku beli moistnya originote lagi stlh ± satu thn lamanya,akhirnye aku beli moistnya originote lagi stlh satu thn lamanya,akhirnye <norm> <norm> moistnya originote <norm> stlh <norm> thn lamanya,akhirnye aku beli moistnya originote lagi setelah satu tahun lamanya,akhirnye beli moistnya originote,akhirnye aku beli moistnya originote lagi stlh satu thn lamanya,"['akhirnye', 'beli', 'moistnya', 'originote']"
54,kehabisan mulu clay mask stik g2glow yaudah jadinya beli yg the originote moga ampun dah ngebasmi komedo,kehabisan mulu clay mask stik gglow yaudah jadinya beli yg the originote moga ampun dah ngebasmi komedo,<norm> mulu clay mask <norm> gglow yaudah jadinya <norm> <norm> the originote <norm> <norm> <norm> ngebasmi <norm>,kehabisan melulu clay mask stik gglow ya sudah jadinya beli yang the originote moga ampun deh ngebasmi komedo,kehabisan melulu clay mask stik gglow beli the originote moga ampun deh ngebasmi komedo,kehabisan mulu clay mask stik gglow yaudah jadinya beli yg the originote moga ampun dah ngebasmi komedo,"['habis', 'melulu', 'clay', 'mask', 'stik', 'gglow', 'beli', 'the', 'originote', 'moga', 'ampun', 'deh', 'ngebasmi', 'komedo']"
55,Alhamdulillah dapet koin recehan dari syopi udah kekumpul belasan ribu modal main game dan tanem2 berhadiah. Bismillah beli skincare yang udh ga kebeli dari bulan Oktober tahun lalu the originote emang paling murce dan bisa pake koin syopi kalo sabar ngumpulinnya ,alhamdulillah dapet koin recehan dari syopi udah kekumpul belasan ribu modal main game dan tanem berhadiah bismillah beli skincare yang udh ga kebeli dari bulan oktober tahun lalu the originote emang paling murce dan bisa pake koin syopi kalo sabar ngumpulinnya,<norm> dapet <norm> <norm> <norm> syopi udah kekumpul <norm> <norm> <norm> <norm> game <norm> tanem <norm> <norm> <norm> skincare <norm> udh <norm> kebeli <norm> <norm> <norm> <norm> <norm> the originote <norm> <norm> murce <norm> <norm> <norm> <norm> syopi <norm> <norm> ngumpulinnya,alhamdulillah dapat koin recehan dari syopi sudah kekumpul belasan ribu modal main game dan tanem berhadiah bismillah beli skincare yang udah ga kebeli dari bulan oktober tahun lalu the originote emang paling murce dan bisa pakai koin syopi kalau sabar ngumpulinnya,alhamdulillah koin recehan syopi kekumpul belasan ribu modal main game tanem berhadiah bismillah beli skincare udah kebeli oktober the originote emang murce pakai koin syopi sabar ngumpulinnya,alhamdulillah dapet koin recehan dari syopi udah kekumpul belasan ribu modal main game dan tanem berhadiah bismillah beli skincare yang udh ga kebeli dari bulan oktober tahun lalu the originote emang paling murce dan bisa pake koin syopi kalo sabar ngumpulinnya,"['alhamdulillah', 'koin', 'receh', 'syopi', 'kumpul', 'bas', 'ribu', 'modal', 'main', 'game', 'tanem', 'hadiah', 'bismillah', 'beli', 'skincare', 'udah', 'kebel', 'oktober', 'the', 'originote', 'emang', 'murce', 'pakai', 'koin', 'syopi', 'sabar', 'ngumpulinnya']"
